id_mahasiswa,semester,kelas,jenis_kelamin,kehadiran_persen,tugas_rata,kuis_rata,nilai_uts,akses_lms,forum_posts,jam_belajar_per_minggu,jumlah_terlambat_tugas,ikut_bimbingan,nilai_uas,nilai_akhir,status_lulus
MHS00229,6,SI-A,P,60.3,47.8,43.2,49.2,40,0,5.0,4,Tidak,37.1,44.0,Tidak Lulus
MHS00230,4,SI-A,L,81.1,63.8,42.3,50.7,45,4,7.8,2,Tidak,41.8,49.6,Tidak Lulus
MHS00231,5,SI-C,L,100.0,75.5,75.1,87.3,40,5,8.5,0,Tidak,78.1,79.1,Lulus
MHS00232,3,SI-C,L,67.4,68.4,64.6,38.2,39,1,7.2,2,Tidak,40.5,51.7,Tidak Lulus
MHS00233,4,SI-D,P,68.7,51.7,66.1,58.9,56,1,9.5,2,Ya,57.4,58.1,Tidak Lulus
MHS00234,3,SI-D,P,67.6,69.6,68.7,68.5,50,2,8.2,2,Ya,60.6,66.4,Lulus
MHS00235,2,SI-C,L,86.7,82.7,73.2,72.6,43,3,5.6,0,Tidak,67.9,73.8,Lulus
MHS00236,5,SI-D,L,83.4,63.6,69.1,66.2,48,1,5.1,0,Tidak,56.8,63.3,Lulus
MHS00237,2,SI-C,L,76.1,95.9,74.7,78.9,36,3,7.4,0,Tidak,75.6,81.3,Lulus
MHS00238,1,SI-A,L,67.0,79.6,77.4,72.5,44,6,8.2,3,Tidak,71.7,75.0,Lulus
MHS00239,4,SI-A,L,79.1,84.3,90.6,83.7,45,3,10.7,1,Tidak,87.8,86.5,Lulus
MHS00240,1,SI-B,P,59.2,73.5,51.0,66.7,54,3,10.1,1,Ya,62.6,64.0,Lulus
MHS00241,6,SI-A,P,79.7,55.2,55.8,51.7,39,4,4.9,1,Tidak,60.2,55.9,Tidak Lulus
MHS00242,6,SI-C,L,88.5,74.0,78.6,85.8,37,3,6.2,0,Tidak,65.6,75.4,Lulus
MHS00243,6,SI-D,L,63.0,89.7,85.0,65.6,43,5,8.5,0,Tidak,66.9,75.9,Lulus
MHS00244,3,SI-B,P,59.6,69.3,76.6,68.7,42,4,9.7,4,Tidak,49.3,64.6,Lulus
MHS00245,1,SI-D,L,97.0,91.1,100.0,90.5,45,3,9.3,1,Tidak,81.6,89.9,Lulus
MHS00246,6,SI-C,L,70.7,67.7,57.7,73.5,41,8,6.3,3,Tidak,50.4,62.0,Lulus
MHS00247,3,SI-A,L,91.6,66.1,37.1,54.3,25,1,2.7,2,Tidak,58.7,55.1,Tidak Lulus
MHS00248,6,SI-B,L,76.2,59.2,56.3,59.1,33,4,3.5,2,Ya,49.9,55.8,Tidak Lulus
MHS00249,6,SI-C,L,76.1,89.8,85.9,63.4,40,2,7.3,0,Tidak,68.3,76.0,Lulus
MHS00250,5,SI-B,P,83.3,77.7,62.0,74.0,47,4,7.5,0,Ya,59.9,68.3,Lulus
MHS00251,2,SI-B,L,67.4,89.7,80.8,70.8,43,0,3.2,1,Ya,50.8,71.5,Lulus
MHS00252,3,SI-A,L,79.6,72.7,80.2,76.7,41,3,6.6,0,Tidak,80.7,77.6,Lulus
MHS00253,5,SI-C,P,73.4,69.9,82.7,60.6,42,2,8.4,2,Ya,61.1,67.5,Lulus
MHS00254,2,SI-D,L,62.2,55.9,49.2,43.7,38,8,3.0,1,Tidak,60.8,53.0,Tidak Lulus
MHS00255,1,SI-B,P,82.0,68.3,58.7,64.0,56,3,9.8,2,Tidak,59.8,62.8,Lulus
MHS00256,4,SI-B,P,74.8,75.7,91.0,71.5,38,1,5.4,1,Tidak,56.3,71.9,Lulus
MHS00257,6,SI-D,L,76.1,76.8,77.1,72.2,44,6,10.3,2,Ya,70.8,73.9,Lulus
MHS00258,4,SI-C,P,63.5,54.1,46.7,48.1,34,3,4.9,2,Ya,44.5,48.2,Tidak Lulus
MHS00259,4,SI-B,L,97.1,66.6,73.0,62.5,32,1,3.4,2,Tidak,60.1,64.9,Lulus
MHS00260,1,SI-B,P,88.5,66.6,57.8,59.5,47,0,5.1,1,Tidak,56.3,60.0,Lulus
MHS00261,4,SI-B,L,89.6,64.9,89.7,68.4,39,4,6.2,0,Tidak,59.0,69.0,Lulus
MHS00262,6,SI-C,P,74.3,76.6,70.6,87.0,40,4,5.3,1,Tidak,56.1,71.8,Lulus
MHS00263,1,SI-C,P,57.2,79.4,80.6,69.2,31,2,5.9,0,Tidak,69.1,74.0,Lulus
MHS00264,3,SI-D,L,100.0,92.1,91.9,98.3,42,3,7.5,1,Tidak,98.6,95.6,Lulus
MHS00265,6,SI-C,L,77.3,63.6,69.5,54.2,37,5,6.0,1,Ya,57.6,60.6,Lulus
MHS00266,5,SI-C,P,69.0,67.0,48.7,51.1,48,4,6.3,3,Tidak,34.9,49.7,Tidak Lulus
MHS00267,4,SI-A,P,83.0,81.5,56.0,56.9,33,5,1.4,1,Tidak,65.3,65.4,Lulus
MHS00268,4,SI-D,L,92.0,68.8,42.9,61.4,36,7,7.7,2,Ya,55.5,57.8,Tidak Lulus
MHS00269,2,SI-B,P,77.7,86.4,88.4,77.9,32,2,6.2,0,Tidak,74.1,81.0,Lulus
MHS00270,2,SI-C,L,93.3,92.5,98.0,78.4,51,4,11.3,1,Tidak,79.8,86.3,Lulus
MHS00271,5,SI-B,L,91.0,70.4,77.7,73.9,28,1,3.7,0,Tidak,62.2,70.3,Lulus
MHS00272,5,SI-B,L,65.1,46.7,41.3,42.9,32,2,1.1,2,Tidak,28.4,39.2,Tidak Lulus
MHS00273,5,SI-A,L,69.9,73.2,75.8,68.1,45,3,8.4,2,Tidak,71.2,71.8,Lulus
MHS00274,6,SI-C,P,89.5,68.7,60.9,74.1,41,4,7.5,1,Tidak,68.5,68.4,Lulus
MHS00275,3,SI-D,L,45.4,53.9,41.0,46.8,44,2,3.5,2,Tidak,37.0,44.5,Tidak Lulus
MHS00276,3,SI-C,P,76.2,68.6,45.4,64.0,23,1,1.9,2,Tidak,47.7,56.5,Tidak Lulus
MHS00277,5,SI-B,L,60.8,63.3,50.4,54.3,46,3,11.1,4,Tidak,49.5,54.3,Tidak Lulus
MHS00278,4,SI-D,L,72.3,82.2,81.9,80.9,51,2,10.7,1,Tidak,63.4,76.2,Lulus
MHS00279,4,SI-C,L,74.4,37.6,40.5,37.1,24,3,0.0,3,Tidak,34.2,37.0,Tidak Lulus
MHS00280,5,SI-B,L,73.7,63.3,60.1,59.2,43,1,5.1,1,Tidak,61.4,61.1,Lulus
MHS00281,6,SI-B,L,71.4,68.3,75.6,72.9,46,2,11.5,1,Tidak,66.9,70.5,Lulus
MHS00282,2,SI-A,L,64.8,65.2,69.7,54.1,32,6,5.1,2,Ya,60.7,62.0,Lulus
MHS00283,3,SI-A,P,100.0,61.3,57.9,63.4,36,5,5.0,1,Ya,61.2,61.1,Lulus
MHS00284,1,SI-A,L,100.0,79.5,77.1,63.2,32,1,5.7,2,Tidak,68.1,71.5,Lulus
MHS00285,4,SI-B,L,64.1,54.7,45.8,56.6,34,2,3.1,1,Tidak,40.9,49.3,Tidak Lulus
MHS00286,1,SI-C,L,97.0,59.6,51.3,68.2,31,2,1.4,0,Tidak,45.8,56.0,Tidak Lulus
MHS00287,3,SI-A,P,73.2,85.7,83.4,63.6,46,6,9.7,2,Ya,69.1,74.7,Lulus
MHS00288,4,SI-C,P,79.6,62.7,36.6,58.3,37,3,1.0,0,Ya,59.4,55.4,Tidak Lulus
MHS00289,2,SI-A,L,77.2,63.9,61.5,68.4,34,4,7.2,1,Tidak,49.8,60.3,Lulus
MHS00290,4,SI-D,L,70.1,88.6,57.0,68.6,48,5,9.2,0,Ya,80.8,74.9,Lulus
MHS00291,1,SI-D,L,89.8,79.5,71.1,71.3,30,1,2.1,0,Tidak,60.6,70.1,Lulus
MHS00292,1,SI-A,P,79.5,49.3,28.7,47.0,25,4,3.7,2,Tidak,43.5,42.9,Tidak Lulus
MHS00293,5,SI-B,L,72.3,56.8,64.6,45.4,53,5,10.1,5,Tidak,58.8,56.1,Tidak Lulus
MHS00294,3,SI-A,L,62.3,71.0,82.8,85.2,35,3,8.1,1,Tidak,78.3,79.1,Lulus
MHS00295,1,SI-A,L,67.3,66.6,69.1,39.9,34,2,4.6,3,Ya,58.8,58.1,Tidak Lulus
MHS00296,3,SI-B,L,58.3,59.7,47.2,37.8,44,2,10.1,3,Tidak,35.7,44.5,Tidak Lulus
MHS00297,5,SI-D,L,78.1,79.3,66.7,77.1,52,3,10.1,1,Tidak,76.8,75.5,Lulus
MHS00298,2,SI-C,P,63.6,71.7,61.4,65.4,41,3,7.3,2,Ya,53.2,62.5,Lulus
MHS00299,4,SI-A,L,74.8,41.1,65.0,68.0,40,5,3.8,0,Tidak,48.0,54.7,Tidak Lulus
MHS00300,1,SI-B,P,94.4,75.3,69.3,68.8,46,2,5.3,2,Tidak,60.1,67.9,Lulus
MHS00301,1,SI-A,L,92.4,90.3,100.0,78.5,43,4,7.4,0,Tidak,90.5,89.4,Lulus
MHS00302,3,SI-B,L,77.6,66.6,58.1,59.8,36,5,5.9,1,Tidak,53.5,59.3,Tidak Lulus
MHS00303,4,SI-C,P,77.0,84.8,92.9,86.3,50,5,9.3,0,Tidak,74.1,83.6,Lulus
MHS00304,4,SI-C,L,100.0,76.8,68.4,63.9,25,2,1.9,0,Tidak,75.3,71.4,Lulus
MHS00305,5,SI-D,P,84.2,69.6,73.7,57.1,26,5,2.0,0,Tidak,58.9,64.1,Lulus
MHS00306,6,SI-B,L,74.1,65.7,62.7,60.8,37,2,7.0,1,Tidak,60.6,62.3,Lulus
MHS00307,3,SI-B,L,60.9,64.0,50.5,41.8,44,1,5.0,4,Tidak,31.7,46.1,Tidak Lulus
MHS00308,2,SI-D,P,82.7,96.4,65.3,69.5,38,0,4.6,0,Tidak,63.8,73.7,Lulus
MHS00309,5,SI-D,L,88.0,58.5,51.5,49.3,31,4,1.2,1,Tidak,48.0,51.6,Tidak Lulus
MHS00310,2,SI-B,P,70.4,72.9,69.9,69.6,48,4,6.6,0,Tidak,59.8,67.5,Lulus
MHS00311,3,SI-D,L,81.5,74.3,61.0,61.1,37,5,6.3,0,Tidak,62.0,64.6,Lulus
MHS00312,1,SI-C,P,73.6,100.0,93.3,75.5,47,4,8.5,2,Ya,70.7,83.7,Lulus
MHS00313,1,SI-A,L,75.8,83.8,68.5,71.8,40,1,6.7,2,Ya,63.9,71.8,Lulus
MHS00314,6,SI-C,L,48.1,35.0,44.0,30.4,34,6,6.1,1,Ya,43.4,38.2,Tidak Lulus
MHS00315,5,SI-D,P,75.3,61.6,65.2,55.6,38,1,10.0,1,Ya,46.9,56.4,Tidak Lulus
MHS00316,4,SI-B,P,89.6,57.1,39.2,53.7,30,6,2.6,1,Tidak,49.3,50.3,Tidak Lulus
MHS00317,3,SI-B,P,70.4,79.7,66.1,56.9,48,4,8.1,2,Tidak,55.5,64.0,Lulus
MHS00318,1,SI-C,P,78.6,58.8,59.9,63.2,34,4,1.5,3,Ya,47.6,56.8,Tidak Lulus
MHS00319,1,SI-B,P,68.9,46.8,58.6,41.4,36,1,4.0,2,Tidak,53.9,49.9,Tidak Lulus
MHS00320,2,SI-D,L,82.3,59.2,71.8,60.4,39,1,2.9,1,Tidak,65.1,63.8,Lulus
MHS00321,4,SI-C,L,75.4,97.9,87.1,70.6,41,3,8.8,2,Tidak,67.7,79.9,Lulus
MHS00322,5,SI-B,L,66.7,82.7,58.5,71.5,27,8,6.3,2,Ya,53.2,66.2,Lulus
MHS00323,4,SI-A,L,94.0,89.5,83.6,70.0,38,4,6.5,1,Tidak,84.2,81.9,Lulus
MHS00324,2,SI-A,L,89.1,63.0,49.0,69.2,30,4,3.2,3,Tidak,55.7,59.6,Tidak Lulus
MHS00325,6,SI-D,L,70.7,47.2,52.3,51.2,34,3,5.6,1,Tidak,37.9,46.4,Tidak Lulus
MHS00326,5,SI-B,L,84.0,77.5,63.1,63.9,46,4,4.2,0,Tidak,57.3,65.2,Lulus
MHS00327,4,SI-D,P,84.4,70.3,66.5,48.2,38,2,7.7,2,Ya,59.2,60.7,Lulus
MHS00328,4,SI-C,L,85.7,67.5,59.0,72.3,45,2,3.5,2,Tidak,70.1,67.8,Lulus
MHS00329,3,SI-A,L,57.7,68.0,43.0,54.3,54,4,10.5,3,Tidak,45.7,52.9,Tidak Lulus
MHS00330,2,SI-C,L,90.1,85.8,66.8,58.7,37,0,1.5,0,Tidak,64.6,68.9,Lulus
MHS00331,2,SI-B,P,71.2,73.8,49.8,52.4,32,3,4.1,0,Tidak,48.2,56.0,Tidak Lulus
MHS00332,5,SI-D,P,73.7,82.5,75.7,59.2,47,7,11.5,1,Tidak,72.0,72.2,Lulus
MHS00333,1,SI-D,P,100.0,71.3,73.2,65.9,32,3,5.2,0,Tidak,56.4,65.9,Lulus
MHS00334,1,SI-D,L,81.6,47.1,45.5,45.4,30,1,2.6,3,Tidak,43.1,45.2,Tidak Lulus
MHS00335,1,SI-C,L,73.4,77.0,51.0,73.6,50,2,7.2,0,Tidak,63.8,67.0,Lulus
MHS00336,1,SI-A,L,51.5,46.0,38.8,54.3,36,4,5.1,6,Tidak,24.6,40.2,Tidak Lulus
MHS00337,5,SI-C,L,94.7,53.8,50.5,61.9,34,2,4.0,0,Tidak,32.3,48.7,Tidak Lulus
MHS00338,4,SI-C,L,61.9,39.9,39.5,26.7,30,1,3.2,2,Ya,42.3,37.2,Tidak Lulus
MHS00339,3,SI-B,L,66.0,84.5,62.3,82.4,56,2,14.8,5,Ya,53.5,70.2,Lulus
MHS00340,1,SI-B,L,74.0,71.6,78.3,52.4,40,1,5.7,1,Tidak,65.8,66.4,Lulus
MHS00341,3,SI-B,P,95.0,73.4,48.0,63.9,25,1,0.7,2,Tidak,47.2,58.1,Tidak Lulus
MHS00342,3,SI-A,P,87.3,79.4,78.0,76.0,46,3,11.0,1,Ya,78.4,78.0,Lulus
MHS00343,1,SI-A,L,76.1,65.6,57.3,65.2,44,5,8.3,5,Tidak,56.8,61.2,Lulus
MHS00344,3,SI-B,L,81.7,60.2,70.8,57.2,47,1,4.2,0,Tidak,69.0,64.2,Lulus
MHS00345,3,SI-B,L,70.8,41.1,46.1,53.8,32,3,3.7,1,Ya,37.5,44.2,Tidak Lulus
MHS00346,4,SI-A,L,79.7,81.2,64.0,79.0,39,4,8.5,1,Tidak,67.7,73.2,Lulus
MHS00347,4,SI-D,P,78.9,90.4,91.4,81.7,43,4,5.8,0,Ya,72.0,82.9,Lulus
MHS00348,1,SI-A,L,89.6,66.6,61.3,59.9,30,3,0.7,1,Tidak,47.9,58.3,Tidak Lulus
MHS00349,3,SI-A,P,89.6,76.5,81.0,84.0,52,3,11.9,2,Tidak,75.8,79.1,Lulus
MHS00350,4,SI-A,L,83.9,70.9,95.2,86.4,39,2,5.2,0,Tidak,79.1,82.1,Lulus
MHS00351,3,SI-B,P,73.7,73.2,88.8,70.6,53,5,11.0,1,Ya,91.0,81.0,Lulus
MHS00352,5,SI-D,L,86.9,66.4,71.4,65.4,49,3,10.3,0,Tidak,66.4,67.2,Lulus
MHS00353,4,SI-A,P,76.9,69.0,68.0,56.4,33,4,3.5,1,Ya,57.8,62.3,Lulus
MHS00354,1,SI-B,L,65.0,77.3,62.7,45.1,54,2,9.6,1,Tidak,55.5,59.8,Tidak Lulus
MHS00355,1,SI-C,P,73.2,69.3,56.6,66.1,47,3,4.5,0,Tidak,59.2,62.9,Lulus
MHS00356,4,SI-C,L,79.0,51.3,50.2,48.3,32,2,0.9,2,Tidak,43.7,48.0,Tidak Lulus
MHS00357,1,SI-A,L,88.9,83.5,91.5,75.3,37,3,5.2,1,Tidak,64.2,77.3,Lulus
MHS00358,4,SI-C,P,75.8,78.7,66.6,63.8,37,4,7.7,0,Tidak,45.0,62.4,Lulus
MHS00359,6,SI-D,P,63.5,67.8,72.1,61.5,40,6,5.1,3,Ya,54.2,63.0,Lulus
MHS00360,4,SI-C,P,78.7,94.9,75.5,67.2,47,1,5.6,1,Tidak,80.7,79.8,Lulus
MHS00361,3,SI-C,P,79.4,67.8,76.6,76.5,47,3,9.9,1,Ya,70.9,72.7,Lulus
MHS00362,4,SI-D,P,80.2,86.8,79.2,68.8,45,5,6.8,2,Ya,69.5,75.6,Lulus
MHS00363,3,SI-A,L,89.0,61.5,75.1,56.3,38,3,4.0,1,Tidak,58.6,62.0,Lulus
MHS00364,4,SI-A,L,90.2,75.9,81.4,80.9,59,4,8.6,0,Tidak,72.0,77.1,Lulus
MHS00365,6,SI-D,L,70.9,64.8,62.6,53.9,52,3,7.1,0,Tidak,56.2,59.1,Tidak Lulus
MHS00366,3,SI-D,P,70.6,52.8,32.5,40.5,29,5,0.0,1,Tidak,37.7,41.1,Tidak Lulus
MHS00367,6,SI-D,L,65.5,87.0,98.1,85.4,42,2,7.8,0,Tidak,74.8,85.2,Lulus
MHS00368,6,SI-C,L,86.4,73.0,65.2,67.2,43,4,7.7,1,Tidak,65.7,67.8,Lulus
MHS00369,2,SI-D,P,95.4,83.0,75.2,74.0,41,2,6.6,2,Tidak,69.9,75.3,Lulus
MHS00370,1,SI-B,P,74.2,41.3,54.5,49.7,33,2,9.2,1,Tidak,47.0,47.8,Tidak Lulus
MHS00371,1,SI-C,L,75.1,59.6,61.2,59.6,32,3,4.5,0,Tidak,62.5,60.8,Lulus
MHS00372,1,SI-A,L,95.6,87.7,80.1,74.1,43,4,7.5,0,Tidak,90.1,83.5,Lulus
MHS00373,1,SI-A,L,84.1,64.1,45.2,57.1,23,5,1.8,1,Tidak,38.9,51.0,Tidak Lulus
MHS00374,4,SI-A,L,83.2,82.0,68.3,67.9,48,4,7.7,0,Tidak,65.2,70.7,Lulus
MHS00375,1,SI-C,L,63.7,100.0,73.4,72.6,55,3,12.4,1,Tidak,56.3,74.7,Lulus
MHS00376,2,SI-B,P,86.1,91.2,71.1,63.6,31,4,3.5,0,Tidak,70.5,74.1,Lulus
MHS00377,5,SI-D,P,66.9,30.0,25.0,35.3,35,1,4.2,4,Tidak,33.0,31.2,Tidak Lulus
MHS00378,1,SI-D,P,64.4,57.1,58.0,47.0,43,6,4.4,2,Ya,49.8,52.6,Tidak Lulus
MHS00379,5,SI-A,L,73.8,70.3,73.7,57.9,45,1,6.9,0,Tidak,61.0,65.1,Lulus
MHS00380,2,SI-A,P,71.0,60.4,56.6,50.8,32,1,3.3,0,Ya,47.0,53.2,Tidak Lulus
MHS00381,1,SI-C,L,75.3,79.0,73.5,76.3,44,7,7.8,0,Tidak,72.5,75.3,Lulus
MHS00382,4,SI-B,L,60.7,85.8,64.5,66.5,44,3,9.0,3,Tidak,57.3,68.2,Lulus
MHS00383,4,SI-D,P,89.5,66.6,82.7,53.3,53,3,8.1,2,Tidak,70.6,67.7,Lulus
MHS00384,6,SI-C,L,91.5,52.4,39.1,42.5,31,2,1.2,2,Tidak,56.0,48.3,Tidak Lulus
MHS00385,5,SI-D,L,54.6,51.1,41.7,55.6,51,4,9.5,3,Tidak,53.8,51.2,Tidak Lulus
MHS00386,5,SI-A,P,89.7,76.2,77.5,82.8,48,2,9.3,2,Ya,89.7,82.2,Lulus
MHS00387,2,SI-D,L,68.3,58.8,43.7,38.5,52,2,9.0,4,Ya,47.9,47.4,Tidak Lulus
MHS00388,1,SI-B,P,88.3,75.5,72.6,78.9,42,2,7.6,0,Tidak,73.2,75.1,Lulus
MHS00389,5,SI-B,L,77.2,63.8,26.6,36.9,40,1,7.2,1,Tidak,42.8,43.3,Tidak Lulus
MHS00390,5,SI-A,P,78.3,95.7,67.5,66.0,40,2,9.6,1,Tidak,70.6,75.1,Lulus
MHS00391,6,SI-B,L,75.8,94.9,87.8,71.0,41,4,12.3,2,Ya,78.7,82.6,Lulus
MHS00392,3,SI-B,L,92.5,77.9,63.1,73.1,25,1,3.6,0,Tidak,73.5,72.4,Lulus
MHS00393,3,SI-C,P,63.1,74.5,55.1,58.3,39,4,9.7,2,Tidak,53.2,60.2,Lulus
MHS00394,5,SI-D,L,85.3,76.5,77.0,74.6,36,1,6.2,1,Ya,61.4,71.6,Lulus
MHS00395,2,SI-A,L,91.2,75.9,61.0,50.5,47,8,6.1,1,Tidak,63.1,62.7,Lulus
MHS00396,6,SI-A,L,86.6,53.5,45.9,57.1,27,2,1.9,2,Tidak,39.5,48.7,Tidak Lulus
MHS00397,5,SI-A,L,100.0,84.9,83.2,91.2,44,2,5.6,1,Tidak,76.5,83.6,Lulus
MHS00398,3,SI-A,L,71.7,71.9,59.3,58.6,36,2,3.5,2,Tidak,39.1,56.2,Tidak Lulus
MHS00399,5,SI-A,L,89.5,73.4,92.1,88.8,42,2,5.1,3,Tidak,70.1,80.0,Lulus
MHS00400,5,SI-B,P,76.7,71.8,65.1,67.9,35,2,3.2,1,Tidak,51.2,63.3,Lulus
MHS00401,1,SI-C,L,92.8,72.1,70.7,81.7,34,3,5.2,2,Tidak,71.4,74.0,Lulus
MHS00402,6,SI-A,L,77.9,64.4,39.3,48.8,41,2,5.3,2,Tidak,43.6,49.2,Tidak Lulus
MHS00403,3,SI-C,L,73.3,51.2,52.6,56.9,41,6,6.8,0,Tidak,40.6,49.7,Tidak Lulus
MHS00404,5,SI-C,L,93.7,63.3,59.9,54.8,30,3,1.7,1,Tidak,51.8,57.0,Tidak Lulus
MHS00405,2,SI-B,P,72.1,72.6,51.8,43.0,34,2,2.2,1,Ya,48.7,53.9,Tidak Lulus
MHS00406,6,SI-A,L,61.0,78.9,60.8,55.1,44,3,7.6,0,Tidak,59.5,63.5,Lulus
MHS00407,3,SI-B,P,71.8,71.4,76.5,66.5,41,1,4.1,1,Tidak,62.2,68.4,Lulus
MHS00408,1,SI-A,L,85.4,99.8,70.5,67.7,46,4,9.7,0,Tidak,69.6,76.9,Lulus
MHS00409,6,SI-B,P,94.7,84.6,63.6,71.8,30,3,7.2,1,Tidak,63.1,70.8,Lulus
MHS00410,1,SI-C,L,79.3,71.7,90.1,57.7,42,3,8.3,0,Tidak,66.8,70.4,Lulus
MHS00411,2,SI-A,P,93.8,94.3,76.4,78.6,59,6,10.7,0,Ya,87.6,84.8,Lulus
MHS00412,6,SI-D,P,61.7,63.5,52.2,52.0,36,0,5.6,3,Tidak,45.5,53.0,Tidak Lulus
MHS00413,6,SI-C,L,72.7,81.6,64.0,58.7,43,2,4.8,0,Tidak,66.3,67.8,Lulus
MHS00414,4,SI-D,L,74.5,65.8,62.1,58.3,41,4,9.1,2,Tidak,44.8,56.9,Tidak Lulus
MHS00415,4,SI-C,L,76.6,68.2,54.5,59.5,44,3,8.0,1,Ya,66.3,62.7,Lulus
MHS00416,3,SI-B,P,79.0,85.8,77.9,69.5,47,3,5.9,0,Tidak,75.0,76.9,Lulus
MHS00417,2,SI-A,L,86.3,87.9,96.8,82.4,57,4,10.7,4,Tidak,82.1,86.6,Lulus
MHS00418,2,SI-C,L,72.7,55.2,60.1,42.4,47,3,5.9,1,Ya,49.8,51.4,Tidak Lulus
MHS00419,4,SI-B,P,79.7,49.5,50.6,45.1,36,2,6.6,0,Tidak,50.7,49.0,Tidak Lulus
MHS00420,5,SI-A,L,77.5,63.7,79.0,58.2,40,1,6.6,1,Tidak,61.8,64.8,Lulus
MHS00421,5,SI-A,P,66.9,79.2,76.3,64.1,46,1,3.7,0,Ya,61.5,69.5,Lulus
MHS00422,5,SI-C,P,76.6,85.5,91.4,90.5,40,1,6.7,1,Tidak,80.2,86.3,Lulus
MHS00423,1,SI-A,P,76.3,90.0,93.9,85.4,49,4,10.7,1,Tidak,70.7,83.8,Lulus
MHS00424,3,SI-C,P,76.0,51.2,50.0,39.8,48,4,7.8,1,Tidak,53.2,48.7,Tidak Lulus
MHS00425,1,SI-A,L,78.4,69.4,62.8,64.0,39,3,6.6,1,Tidak,62.6,64.7,Lulus
MHS00426,4,SI-D,L,78.9,54.1,63.7,52.9,41,2,6.0,2,Tidak,61.3,57.9,Tidak Lulus
MHS00427,3,SI-B,L,72.8,83.1,38.4,54.0,44,3,7.5,0,Tidak,69.8,62.9,Lulus
MHS00428,6,SI-D,L,93.3,88.9,77.2,72.8,42,3,8.7,0,Tidak,74.4,78.2,Lulus
MHS00429,2,SI-C,P,64.0,75.1,70.6,61.9,40,1,8.3,1,Tidak,68.7,69.0,Lulus
MHS00430,1,SI-D,P,69.3,69.3,67.3,44.2,40,1,5.5,3,Tidak,49.5,56.7,Tidak Lulus
MHS00431,1,SI-C,L,100.0,68.3,59.8,64.9,45,5,7.5,2,Tidak,66.8,65.3,Lulus
MHS00432,5,SI-A,L,65.5,65.7,71.7,58.7,42,3,7.9,6,Ya,53.0,61.3,Lulus
MHS00433,4,SI-A,P,61.8,43.0,52.9,38.3,34,3,3.5,2,Tidak,27.1,39.0,Tidak Lulus
MHS00434,1,SI-C,L,86.8,95.3,94.2,79.2,43,2,7.0,0,Tidak,86.8,88.5,Lulus
MHS00435,1,SI-D,L,53.1,38.5,25.5,21.1,29,1,0.0,1,Tidak,15.0,24.5,Tidak Lulus
MHS00436,4,SI-A,L,75.2,55.0,63.2,54.6,42,2,7.9,2,Tidak,55.2,56.6,Tidak Lulus
MHS00437,1,SI-B,P,100.0,81.5,73.5,76.6,38,4,8.5,1,Ya,59.3,72.0,Lulus
MHS00438,5,SI-A,P,59.5,83.4,78.3,65.3,42,1,8.7,2,Tidak,58.1,70.3,Lulus
MHS00439,4,SI-B,P,54.2,63.3,73.0,55.5,41,2,5.3,7,Tidak,39.5,56.2,Tidak Lulus
MHS00440,1,SI-D,P,60.0,59.6,63.1,63.6,43,2,7.4,1,Ya,59.6,61.3,Lulus
MHS00441,1,SI-B,L,88.8,97.2,87.4,76.3,59,3,10.8,3,Tidak,87.0,87.0,Lulus
MHS00442,6,SI-B,L,91.5,87.5,93.0,82.9,52,3,10.7,0,Tidak,82.4,85.9,Lulus
MHS00443,3,SI-B,P,71.8,34.8,51.6,35.6,42,5,6.4,4,Ya,30.2,37.0,Tidak Lulus
MHS00444,3,SI-B,L,86.2,92.2,76.1,72.2,51,4,6.9,0,Tidak,71.3,77.7,Lulus
MHS00445,5,SI-A,P,94.7,86.8,90.1,81.8,50,5,9.8,2,Tidak,81.2,84.5,Lulus
MHS00446,6,SI-B,P,99.4,65.2,68.5,70.2,47,0,2.0,2,Tidak,61.1,65.9,Lulus
MHS00447,6,SI-A,P,75.0,56.6,52.6,53.2,39,3,5.5,1,Tidak,37.8,49.3,Tidak Lulus
MHS00448,5,SI-B,P,50.4,53.8,41.9,45.7,46,3,10.5,4,Tidak,34.3,43.5,Tidak Lulus
MHS00449,3,SI-C,P,68.1,67.5,68.6,49.0,39,4,9.4,4,Ya,49.5,57.7,Tidak Lulus
MHS00450,1,SI-D,P,72.9,91.0,90.4,78.7,50,4,7.6,1,Ya,75.0,83.0,Lulus
MHS00451,5,SI-B,L,74.9,50.2,38.7,36.9,29,2,2.0,2,Tidak,40.3,41.6,Tidak Lulus
MHS00452,4,SI-C,L,75.7,65.0,53.9,66.3,31,1,6.4,4,Tidak,43.4,56.6,Tidak Lulus
MHS00453,3,SI-B,L,91.4,57.0,60.0,74.7,31,4,4.7,1,Tidak,67.9,65.3,Lulus
MHS00454,6,SI-B,P,93.3,92.1,87.6,93.4,47,3,7.5,1,Tidak,86.6,89.9,Lulus
MHS00455,1,SI-B,L,75.9,44.2,52.1,42.6,39,6,4.1,1,Tidak,30.9,41.4,Tidak Lulus
MHS00456,3,SI-C,P,91.2,70.1,78.9,73.2,33,1,3.4,2,Tidak,59.4,69.4,Lulus
MHS00457,1,SI-D,L,82.3,64.6,58.0,34.9,28,2,0.3,2,Tidak,44.6,49.9,Tidak Lulus
MHS00458,3,SI-C,P,78.8,68.5,69.9,75.8,45,2,10.2,1,Tidak,76.4,73.0,Lulus
