id_tiket,tanggal_lapor,hari_lapor,jam_lapor,unit_pelapor,kategori_masalah,prioritas,kanal_laporan,waktu_respons_menit,waktu_selesai_jam,jumlah_teknisi,eskalasi,status_sla,kepuasan_1_5
TIK00193,2026-01-05,Senin,12:15,Umum,Komputer/Laptop,Rendah,WhatsApp,64,4.3,2,Tidak,Sesuai SLA,4
TIK00194,2026-01-05,Senin,12:20,Kemahasiswaan,Sistem Akademik,Tinggi,WhatsApp,12,13.6,1,Ya,Lewat SLA,3
TIK00195,2026-01-05,Senin,12:40,Laboratorium,Proyektor,Rendah,WhatsApp,65,2.8,1,Tidak,Sesuai SLA,3
TIK00196,2026-01-05,Senin,12:55,Perpustakaan,Akun/Login,Sedang,Datang Langsung,56,1.9,1,Tidak,Sesuai SLA,5
TIK00197,2026-01-05,Senin,13:05,Akademik,Komputer/Laptop,Sedang,Form Online,53,7.0,2,Tidak,Sesuai SLA,4
TIK00198,2026-01-05,Senin,13:05,Program Studi,Sistem Akademik,Sedang,WhatsApp,57,13.8,2,Ya,Lewat SLA,3
TIK00199,2026-01-05,Senin,13:10,Keuangan,Akun/Login,Rendah,WhatsApp,34,2.8,1,Tidak,Sesuai SLA,5
TIK00200,2026-01-05,Senin,13:45,Akademik,Sistem Akademik,Sedang,WhatsApp,42,10.2,1,Tidak,Lewat SLA,3
TIK00201,2026-01-05,Senin,14:15,Kemahasiswaan,Proyektor,Rendah,WhatsApp,42,2.8,1,Tidak,Sesuai SLA,4
TIK00202,2026-01-05,Senin,14:45,Akademik,Printer,Sedang,WhatsApp,29,10.2,2,Ya,Lewat SLA,4
TIK00203,2026-01-05,Senin,14:45,Program Studi,Komputer/Laptop,Rendah,Form Online,77,6.5,2,Ya,Sesuai SLA,4
TIK00204,2026-01-05,Senin,14:50,Program Studi,Internet/WiFi,Rendah,Email,73,10.0,1,Tidak,Sesuai SLA,4
TIK00205,2026-01-05,Senin,16:35,Laboratorium,Sistem Akademik,Sedang,WhatsApp,34,11.2,1,Tidak,Lewat SLA,3
TIK00206,2026-01-06,Selasa,07:05,Program Studi,Proyektor,Rendah,Form Online,66,4.0,2,Ya,Sesuai SLA,4
TIK00207,2026-01-06,Selasa,07:15,Perpustakaan,Sistem Akademik,Rendah,Form Online,103,11.4,2,Tidak,Sesuai SLA,1
TIK00208,2026-01-06,Selasa,07:20,Keuangan,Internet/WiFi,Sedang,WhatsApp,31,8.2,1,Tidak,Sesuai SLA,4
TIK00209,2026-01-06,Selasa,07:30,Keuangan,Akun/Login,Rendah,Email,73,2.3,1,Tidak,Sesuai SLA,4
TIK00210,2026-01-06,Selasa,07:35,Keuangan,Akun/Login,Rendah,Email,76,2.6,1,Tidak,Sesuai SLA,5
TIK00211,2026-01-06,Selasa,08:10,Akademik,Printer,Rendah,Email,101,3.7,1,Tidak,Sesuai SLA,4
TIK00212,2026-01-06,Selasa,08:15,Keuangan,Akun/Login,Sedang,Datang Langsung,76,2.1,1,Tidak,Sesuai SLA,4
TIK00213,2026-01-06,Selasa,08:40,Akademik,Akun/Login,Rendah,Form Online,66,3.9,1,Ya,Sesuai SLA,3
TIK00214,2026-01-06,Selasa,08:55,Kemahasiswaan,Sistem Akademik,Sedang,WhatsApp,39,11.8,1,Tidak,Lewat SLA,3
TIK00215,2026-01-06,Selasa,09:15,Kemahasiswaan,Printer,Rendah,WhatsApp,40,3.7,2,Tidak,Sesuai SLA,4
TIK00216,2026-01-06,Selasa,09:30,Laboratorium,Komputer/Laptop,Tinggi,Form Online,63,9.0,2,Tidak,Lewat SLA,3
TIK00217,2026-01-06,Selasa,09:30,Program Studi,Komputer/Laptop,Tinggi,Form Online,44,8.3,1,Tidak,Lewat SLA,3
TIK00218,2026-01-06,Selasa,09:35,Laboratorium,Sistem Akademik,Sedang,Email,80,13.9,1,Ya,Lewat SLA,3
TIK00219,2026-01-06,Selasa,09:40,Program Studi,Internet/WiFi,Rendah,Form Online,83,8.2,2,Tidak,Sesuai SLA,3
TIK00220,2026-01-06,Selasa,09:45,Program Studi,Komputer/Laptop,Rendah,Email,102,10.4,1,Ya,Sesuai SLA,3
TIK00221,2026-01-06,Selasa,09:55,Akademik,Akun/Login,Sedang,WhatsApp,39,5.7,1,Tidak,Sesuai SLA,4
TIK00222,2026-01-06,Selasa,10:00,Keuangan,Komputer/Laptop,Rendah,WhatsApp,59,5.1,2,Tidak,Sesuai SLA,4
TIK00223,2026-01-06,Selasa,10:15,Perpustakaan,Proyektor,Sedang,Form Online,57,4.2,1,Tidak,Sesuai SLA,4
TIK00224,2026-01-06,Selasa,10:20,Laboratorium,Sistem Akademik,Rendah,Email,90,10.7,2,Tidak,Sesuai SLA,3
TIK00225,2026-01-06,Selasa,10:30,Laboratorium,Printer,Tinggi,WhatsApp,30,6.5,2,Tidak,Lewat SLA,4
TIK00226,2026-01-06,Selasa,10:30,Umum,Internet/WiFi,Sedang,WhatsApp,32,8.7,1,Tidak,Sesuai SLA,4
TIK00227,2026-01-06,Selasa,10:35,Program Studi,Internet/WiFi,Sedang,Email,65,8.1,1,Tidak,Sesuai SLA,4
TIK00228,2026-01-06,Selasa,10:55,Akademik,Sistem Akademik,Rendah,Form Online,75,13.9,1,Ya,Sesuai SLA,3
TIK00229,2026-01-06,Selasa,11:10,Laboratorium,Komputer/Laptop,Sedang,Email,70,6.0,1,Tidak,Sesuai SLA,4
TIK00230,2026-01-06,Selasa,11:10,Program Studi,Internet/WiFi,Sedang,Form Online,58,12.7,1,Tidak,Lewat SLA,3
TIK00231,2026-01-06,Selasa,11:15,Kemahasiswaan,Sistem Akademik,Rendah,Form Online,75,10.8,1,Ya,Sesuai SLA,3
TIK00232,2026-01-06,Selasa,11:15,Keuangan,Komputer/Laptop,Tinggi,WhatsApp,21,7.7,2,Tidak,Lewat SLA,3
TIK00233,2026-01-06,Selasa,11:20,Akademik,Internet/WiFi,Rendah,WhatsApp,48,6.7,1,Tidak,Sesuai SLA,4
TIK00234,2026-01-06,Selasa,11:25,Kemahasiswaan,Sistem Akademik,Rendah,WhatsApp,45,11.2,2,Tidak,Sesuai SLA,5
TIK00235,2026-01-06,Selasa,11:30,Laboratorium,Komputer/Laptop,Tinggi,Email,53,8.2,2,Tidak,Lewat SLA,2
TIK00236,2026-01-06,Selasa,11:35,Laboratorium,Internet/WiFi,Sedang,Email,69,10.3,1,Ya,Lewat SLA,4
TIK00237,2026-01-06,Selasa,11:40,Laboratorium,Sistem Akademik,Sedang,Form Online,62,9.8,1,Tidak,Sesuai SLA,3
TIK00238,2026-01-06,Selasa,12:10,Akademik,Internet/WiFi,Sedang,Datang Langsung,35,14.7,2,Ya,Lewat SLA,3
TIK00239,2026-01-06,Selasa,12:30,Laboratorium,Internet/WiFi,Sedang,WhatsApp,41,9.9,1,Ya,Sesuai SLA,4
TIK00240,2026-01-06,Selasa,13:15,Akademik,Internet/WiFi,Sedang,Form Online,57,6.8,1,Tidak,Sesuai SLA,4
TIK00241,2026-01-06,Selasa,13:55,Akademik,Akun/Login,Sedang,Form Online,37,2.9,2,Tidak,Sesuai SLA,5
TIK00242,2026-01-06,Selasa,14:35,Keuangan,Sistem Akademik,Sedang,Form Online,44,9.5,1,Tidak,Sesuai SLA,3
TIK00243,2026-01-06,Selasa,14:35,Program Studi,Internet/WiFi,Sedang,WhatsApp,24,5.9,1,Tidak,Sesuai SLA,4
TIK00244,2026-01-06,Selasa,14:45,Perpustakaan,Komputer/Laptop,Sedang,Form Online,44,4.4,1,Tidak,Sesuai SLA,4
TIK00245,2026-01-06,Selasa,15:30,Umum,Komputer/Laptop,Rendah,Email,96,8.6,1,Tidak,Sesuai SLA,5
TIK00246,2026-01-06,Selasa,16:05,Kemahasiswaan,Internet/WiFi,Sedang,WhatsApp,31,10.3,1,Ya,Lewat SLA,3
TIK00247,2026-01-07,Rabu,07:15,Program Studi,Komputer/Laptop,Rendah,WhatsApp,42,5.7,1,Tidak,Sesuai SLA,4
TIK00248,2026-01-07,Rabu,07:25,Laboratorium,Komputer/Laptop,Rendah,WhatsApp,47,6.8,1,Tidak,Sesuai SLA,4
TIK00249,2026-01-07,Rabu,07:30,Akademik,Akun/Login,Rendah,Datang Langsung,47,2.2,2,Tidak,Sesuai SLA,4
TIK00250,2026-01-07,Rabu,07:35,Program Studi,Komputer/Laptop,Rendah,WhatsApp,40,8.4,1,Tidak,Sesuai SLA,3
TIK00251,2026-01-07,Rabu,07:40,Akademik,Komputer/Laptop,Rendah,WhatsApp,53,8.0,1,Ya,Sesuai SLA,3
TIK00252,2026-01-07,Rabu,07:50,Umum,Printer,Rendah,WhatsApp,51,5.0,1,Tidak,Sesuai SLA,5
TIK00253,2026-01-07,Rabu,08:20,Akademik,Internet/WiFi,Rendah,Datang Langsung,32,4.9,2,Tidak,Sesuai SLA,4
TIK00254,2026-01-07,Rabu,08:25,Kemahasiswaan,Akun/Login,Sedang,WhatsApp,26,6.5,1,Tidak,Sesuai SLA,5
TIK00255,2026-01-07,Rabu,09:10,Kemahasiswaan,Proyektor,Rendah,WhatsApp,67,6.4,1,Tidak,Sesuai SLA,5
TIK00256,2026-01-07,Rabu,09:30,Akademik,Sistem Akademik,Sedang,Form Online,67,12.0,2,Ya,Lewat SLA,3
TIK00257,2026-01-07,Rabu,09:50,Umum,Akun/Login,Rendah,Form Online,77,4.2,2,Tidak,Sesuai SLA,5
TIK00258,2026-01-07,Rabu,10:05,Akademik,Komputer/Laptop,Rendah,Email,73,6.0,1,Tidak,Sesuai SLA,4
TIK00259,2026-01-07,Rabu,10:15,Akademik,Sistem Akademik,Tinggi,Form Online,49,12.3,3,Ya,Lewat SLA,3
TIK00260,2026-01-07,Rabu,10:25,Program Studi,Akun/Login,Rendah,Datang Langsung,41,1.4,2,Tidak,Sesuai SLA,5
TIK00261,2026-01-07,Rabu,10:25,Program Studi,Internet/WiFi,Tinggi,WhatsApp,33,10.5,3,Ya,Lewat SLA,3
TIK00262,2026-01-07,Rabu,10:25,Akademik,Komputer/Laptop,Sedang,Datang Langsung,14,9.2,2,Tidak,Sesuai SLA,4
TIK00263,2026-01-07,Rabu,10:55,Laboratorium,Sistem Akademik,Sedang,WhatsApp,37,11.5,1,Ya,Lewat SLA,4
TIK00264,2026-01-07,Rabu,11:25,Umum,Proyektor,Rendah,Email,79,3.0,1,Tidak,Sesuai SLA,4
TIK00265,2026-01-07,Rabu,11:30,Keuangan,Printer,Tinggi,Form Online,29,4.7,1,Tidak,Sesuai SLA,4
TIK00266,2026-01-07,Rabu,11:45,Akademik,Printer,Rendah,Form Online,63,7.7,2,Ya,Sesuai SLA,4
TIK00267,2026-01-07,Rabu,11:55,Keuangan,Akun/Login,Rendah,Email,85,5.4,1,Tidak,Sesuai SLA,4
TIK00268,2026-01-07,Rabu,12:35,Laboratorium,Akun/Login,Sedang,Email,61,5.2,1,Tidak,Sesuai SLA,4
TIK00269,2026-01-07,Rabu,12:45,Perpustakaan,Internet/WiFi,Sedang,WhatsApp,71,7.2,2,Tidak,Sesuai SLA,4
TIK00270,2026-01-07,Rabu,12:50,Keuangan,Akun/Login,Rendah,Email,80,4.1,1,Tidak,Sesuai SLA,5
TIK00271,2026-01-07,Rabu,12:55,Keuangan,Internet/WiFi,Sedang,Email,69,7.6,1,Tidak,Sesuai SLA,3
TIK00272,2026-01-07,Rabu,13:15,Laboratorium,Komputer/Laptop,Rendah,Form Online,67,5.7,1,Tidak,Sesuai SLA,4
TIK00273,2026-01-07,Rabu,13:35,Keuangan,Akun/Login,Rendah,Form Online,74,3.1,1,Tidak,Sesuai SLA,5
TIK00274,2026-01-07,Rabu,13:50,Kemahasiswaan,Komputer/Laptop,Sedang,Datang Langsung,49,4.3,1,Tidak,Sesuai SLA,4
TIK00275,2026-01-07,Rabu,13:50,Kemahasiswaan,Akun/Login,Rendah,Datang Langsung,59,4.3,1,Ya,Sesuai SLA,4
TIK00276,2026-01-07,Rabu,14:10,Program Studi,Sistem Akademik,Sedang,WhatsApp,76,9.4,1,Tidak,Sesuai SLA,4
TIK00277,2026-01-07,Rabu,14:25,Laboratorium,Printer,Tinggi,WhatsApp,14,4.1,1,Tidak,Sesuai SLA,4
TIK00278,2026-01-07,Rabu,14:35,Keuangan,Printer,Rendah,Email,111,5.3,2,Ya,Sesuai SLA,4
TIK00279,2026-01-07,Rabu,14:45,Program Studi,Proyektor,Tinggi,Email,48,8.8,1,Ya,Lewat SLA,3
TIK00280,2026-01-07,Rabu,14:55,Perpustakaan,Sistem Akademik,Sedang,WhatsApp,73,11.9,1,Tidak,Lewat SLA,3
TIK00281,2026-01-07,Rabu,15:30,Program Studi,Internet/WiFi,Sedang,Form Online,62,8.2,1,Tidak,Sesuai SLA,4
TIK00282,2026-01-07,Rabu,16:30,Akademik,Printer,Rendah,WhatsApp,56,4.0,1,Tidak,Sesuai SLA,3
TIK00283,2026-01-08,Kamis,07:00,Program Studi,Komputer/Laptop,Rendah,Form Online,84,6.8,1,Ya,Sesuai SLA,4
TIK00284,2026-01-08,Kamis,07:30,Umum,Akun/Login,Sedang,Datang Langsung,44,4.9,1,Tidak,Sesuai SLA,5
TIK00285,2026-01-08,Kamis,07:35,Laboratorium,Printer,Tinggi,WhatsApp,15,3.9,2,Tidak,Sesuai SLA,5
TIK00286,2026-01-08,Kamis,07:50,Akademik,Printer,Sedang,Datang Langsung,20,4.5,1,Tidak,Sesuai SLA,5
TIK00287,2026-01-08,Kamis,07:50,Laboratorium,Internet/WiFi,Rendah,Datang Langsung,50,6.9,1,Tidak,Sesuai SLA,4
TIK00288,2026-01-08,Kamis,08:00,Akademik,Akun/Login,Rendah,Datang Langsung,33,1.9,1,Tidak,Sesuai SLA,4
TIK00289,2026-01-08,Kamis,08:00,Kemahasiswaan,Internet/WiFi,Sedang,Datang Langsung,17,8.7,1,Tidak,Sesuai SLA,4
TIK00290,2026-01-08,Kamis,08:05,Umum,Komputer/Laptop,Sedang,Email,78,7.6,1,Tidak,Sesuai SLA,4
TIK00291,2026-01-08,Kamis,08:20,Keuangan,Sistem Akademik,Sedang,Email,73,14.2,1,Ya,Lewat SLA,3
TIK00292,2026-01-08,Kamis,09:30,Program Studi,Internet/WiFi,Sedang,Email,63,10.6,2,Ya,Lewat SLA,3
TIK00293,2026-01-08,Kamis,09:55,Program Studi,Sistem Akademik,Sedang,Form Online,46,9.3,1,Tidak,Sesuai SLA,5
TIK00294,2026-01-08,Kamis,10:05,Akademik,Proyektor,Rendah,WhatsApp,43,3.2,1,Tidak,Sesuai SLA,5
TIK00295,2026-01-08,Kamis,10:10,Kemahasiswaan,Internet/WiFi,Rendah,WhatsApp,50,6.0,2,Tidak,Sesuai SLA,5
TIK00296,2026-01-08,Kamis,10:25,Program Studi,Printer,Sedang,Form Online,57,3.8,1,Tidak,Sesuai SLA,4
TIK00297,2026-01-08,Kamis,10:40,Kemahasiswaan,Komputer/Laptop,Sedang,Email,125,13.5,1,Tidak,Lewat SLA,3
TIK00298,2026-01-08,Kamis,10:50,Program Studi,Sistem Akademik,Sedang,WhatsApp,24,11.2,1,Tidak,Lewat SLA,3
TIK00299,2026-01-08,Kamis,10:50,Laboratorium,Internet/WiFi,Tinggi,Email,60,9.1,2,Tidak,Lewat SLA,3
TIK00300,2026-01-08,Kamis,10:55,Perpustakaan,Akun/Login,Tinggi,Email,65,5.4,1,Tidak,Sesuai SLA,3
TIK00301,2026-01-08,Kamis,11:10,Akademik,Internet/WiFi,Sedang,Form Online,38,7.6,1,Tidak,Sesuai SLA,5
TIK00302,2026-01-08,Kamis,11:45,Laboratorium,Akun/Login,Sedang,WhatsApp,52,1.8,1,Tidak,Sesuai SLA,5
TIK00303,2026-01-08,Kamis,11:55,Keuangan,Internet/WiFi,Sedang,WhatsApp,50,6.0,1,Tidak,Sesuai SLA,4
TIK00304,2026-01-08,Kamis,12:25,Akademik,Akun/Login,Sedang,WhatsApp,26,3.5,1,Tidak,Sesuai SLA,4
TIK00305,2026-01-08,Kamis,13:15,Akademik,Sistem Akademik,Rendah,Form Online,67,10.3,1,Tidak,Sesuai SLA,2
TIK00306,2026-01-08,Kamis,13:25,Kemahasiswaan,Internet/WiFi,Tinggi,Form Online,32,8.8,1,Tidak,Lewat SLA,4
TIK00307,2026-01-08,Kamis,13:45,Akademik,Komputer/Laptop,Rendah,Form Online,62,4.5,1,Tidak,Sesuai SLA,4
TIK00308,2026-01-08,Kamis,13:55,Keuangan,Komputer/Laptop,Rendah,Form Online,51,6.8,1,Tidak,Sesuai SLA,5
TIK00309,2026-01-08,Kamis,14:25,Keuangan,Internet/WiFi,Tinggi,Form Online,59,9.8,2,Ya,Lewat SLA,1
TIK00310,2026-01-08,Kamis,14:35,Akademik,Printer,Rendah,Form Online,99,6.3,2,Tidak,Sesuai SLA,4
TIK00311,2026-01-08,Kamis,15:00,Program Studi,Akun/Login,Rendah,WhatsApp,61,3.6,2,Tidak,Sesuai SLA,4
TIK00312,2026-01-08,Kamis,15:10,Laboratorium,Internet/WiFi,Sedang,WhatsApp,27,7.2,1,Tidak,Sesuai SLA,4
TIK00313,2026-01-08,Kamis,15:15,Program Studi,Sistem Akademik,Sedang,Datang Langsung,13,12.7,1,Tidak,Lewat SLA,4
TIK00314,2026-01-08,Kamis,16:00,Akademik,Komputer/Laptop,Rendah,Form Online,55,5.2,2,Tidak,Sesuai SLA,4
TIK00315,2026-01-08,Kamis,16:40,Kemahasiswaan,Sistem Akademik,Tinggi,Email,103,15.3,3,Tidak,Lewat SLA,2
TIK00316,2026-01-09,Jumat,07:10,Akademik,Printer,Rendah,Datang Langsung,27,2.3,2,Tidak,Sesuai SLA,5
TIK00317,2026-01-09,Jumat,07:25,Keuangan,Internet/WiFi,Rendah,Datang Langsung,29,5.2,1,Tidak,Sesuai SLA,4
TIK00318,2026-01-09,Jumat,07:40,Kemahasiswaan,Proyektor,Sedang,WhatsApp,31,5.3,1,Tidak,Sesuai SLA,4
TIK00319,2026-01-09,Jumat,07:40,Akademik,Sistem Akademik,Tinggi,WhatsApp,22,13.2,3,Ya,Lewat SLA,2
TIK00320,2026-01-09,Jumat,07:45,Kemahasiswaan,Internet/WiFi,Sedang,WhatsApp,37,6.2,1,Tidak,Sesuai SLA,4
TIK00321,2026-01-09,Jumat,07:50,Kemahasiswaan,Akun/Login,Rendah,Form Online,55,1.9,1,Tidak,Sesuai SLA,5
TIK00322,2026-01-09,Jumat,08:05,Kemahasiswaan,Sistem Akademik,Rendah,WhatsApp,46,11.4,1,Ya,Sesuai SLA,3
TIK00323,2026-01-09,Jumat,09:00,Laboratorium,Printer,Tinggi,WhatsApp,40,3.5,3,Tidak,Sesuai SLA,5
TIK00324,2026-01-09,Jumat,09:05,Laboratorium,Akun/Login,Sedang,WhatsApp,34,2.3,1,Tidak,Sesuai SLA,5
TIK00325,2026-01-09,Jumat,09:05,Keuangan,Sistem Akademik,Sedang,Form Online,41,12.4,2,Tidak,Lewat SLA,3
TIK00326,2026-01-09,Jumat,09:15,Keuangan,Printer,Rendah,WhatsApp,68,2.2,2,Tidak,Sesuai SLA,5
TIK00327,2026-01-09,Jumat,09:20,Kemahasiswaan,Akun/Login,Sedang,Datang Langsung,44,2.0,1,Tidak,Sesuai SLA,4
TIK00328,2026-01-09,Jumat,09:50,Program Studi,Sistem Akademik,Sedang,Email,64,13.0,1,Ya,Lewat SLA,3
TIK00329,2026-01-09,Jumat,10:05,Program Studi,Sistem Akademik,Rendah,Datang Langsung,48,9.4,1,Tidak,Sesuai SLA,3
TIK00330,2026-01-09,Jumat,10:10,Akademik,Internet/WiFi,Sedang,Email,66,8.6,1,Tidak,Sesuai SLA,4
TIK00331,2026-01-09,Jumat,10:15,Kemahasiswaan,Internet/WiFi,Tinggi,WhatsApp,43,8.6,1,Tidak,Lewat SLA,4
TIK00332,2026-01-09,Jumat,10:35,Program Studi,Printer,Rendah,Form Online,59,5.4,2,Tidak,Sesuai SLA,5
TIK00333,2026-01-09,Jumat,10:35,Laboratorium,Internet/WiFi,Sedang,Form Online,58,16.5,1,Ya,Lewat SLA,2
TIK00334,2026-01-09,Jumat,10:40,Kemahasiswaan,Akun/Login,Rendah,Email,85,3.2,2,Tidak,Sesuai SLA,3
TIK00335,2026-01-09,Jumat,11:00,Program Studi,Sistem Akademik,Sedang,WhatsApp,48,10.5,1,Tidak,Lewat SLA,3
TIK00336,2026-01-09,Jumat,11:00,Laboratorium,Sistem Akademik,Sedang,WhatsApp,35,10.7,1,Tidak,Lewat SLA,3
TIK00337,2026-01-09,Jumat,11:05,Laboratorium,Akun/Login,Sedang,WhatsApp,21,6.7,2,Tidak,Sesuai SLA,4
TIK00338,2026-01-09,Jumat,11:05,Kemahasiswaan,Proyektor,Rendah,Form Online,57,3.7,1,Tidak,Sesuai SLA,5
TIK00339,2026-01-09,Jumat,11:05,Keuangan,Printer,Rendah,WhatsApp,37,4.5,1,Tidak,Sesuai SLA,4
TIK00340,2026-01-09,Jumat,11:15,Keuangan,Proyektor,Sedang,WhatsApp,24,3.6,1,Tidak,Sesuai SLA,5
TIK00341,2026-01-09,Jumat,11:45,Kemahasiswaan,Akun/Login,Rendah,Email,75,4.8,1,Tidak,Sesuai SLA,4
TIK00342,2026-01-09,Jumat,11:50,Laboratorium,Sistem Akademik,Sedang,WhatsApp,47,13.5,1,Ya,Lewat SLA,3
TIK00343,2026-01-09,Jumat,11:50,Perpustakaan,Komputer/Laptop,Sedang,WhatsApp,43,6.9,1,Tidak,Sesuai SLA,5
TIK00344,2026-01-09,Jumat,12:10,Program Studi,Sistem Akademik,Rendah,Email,94,12.4,1,Tidak,Sesuai SLA,3
TIK00345,2026-01-09,Jumat,12:15,Akademik,Sistem Akademik,Sedang,WhatsApp,25,12.3,2,Tidak,Lewat SLA,4
TIK00346,2026-01-09,Jumat,12:20,Perpustakaan,Akun/Login,Sedang,Datang Langsung,33,1.0,1,Tidak,Sesuai SLA,5
TIK00347,2026-01-09,Jumat,12:30,Akademik,Printer,Rendah,Email,96,8.2,2,Tidak,Sesuai SLA,5
TIK00348,2026-01-09,Jumat,12:40,Program Studi,Komputer/Laptop,Rendah,Email,83,6.2,1,Tidak,Sesuai SLA,4
TIK00349,2026-01-09,Jumat,12:40,Akademik,Printer,Rendah,WhatsApp,42,3.3,1,Tidak,Sesuai SLA,5
TIK00350,2026-01-09,Jumat,13:45,Laboratorium,Internet/WiFi,Sedang,Email,60,13.2,2,Tidak,Lewat SLA,3
TIK00351,2026-01-09,Jumat,13:50,Laboratorium,Akun/Login,Sedang,WhatsApp,34,7.9,1,Ya,Sesuai SLA,4
TIK00352,2026-01-09,Jumat,13:50,Program Studi,Komputer/Laptop,Rendah,WhatsApp,36,5.6,2,Tidak,Sesuai SLA,4
TIK00353,2026-01-09,Jumat,13:55,Laboratorium,Komputer/Laptop,Tinggi,Email,55,10.8,3,Ya,Lewat SLA,3
TIK00354,2026-01-09,Jumat,14:40,Laboratorium,Akun/Login,Rendah,Datang Langsung,28,3.0,1,Tidak,Sesuai SLA,4
TIK00355,2026-01-09,Jumat,15:20,Akademik,Internet/WiFi,Sedang,Form Online,43,9.1,1,Ya,Sesuai SLA,4
TIK00356,2026-01-09,Jumat,15:40,Laboratorium,Printer,Sedang,WhatsApp,43,5.9,1,Ya,Sesuai SLA,4
TIK00357,2026-01-09,Jumat,15:45,Laboratorium,Internet/WiFi,Sedang,WhatsApp,27,10.4,1,Tidak,Lewat SLA,4
TIK00358,2026-01-09,Jumat,15:50,Program Studi,Sistem Akademik,Rendah,WhatsApp,42,13.9,1,Ya,Sesuai SLA,3
TIK00359,2026-01-09,Jumat,16:30,Program Studi,Komputer/Laptop,Rendah,WhatsApp,37,9.7,1,Tidak,Sesuai SLA,4
TIK00360,2026-01-09,Jumat,17:40,Program Studi,Internet/WiFi,Sedang,Datang Langsung,20,6.3,2,Tidak,Sesuai SLA,4
TIK00361,2026-01-10,Sabtu,07:05,Laboratorium,Akun/Login,Sedang,Form Online,55,1.3,1,Tidak,Sesuai SLA,5
TIK00362,2026-01-10,Sabtu,07:40,Laboratorium,Printer,Sedang,WhatsApp,32,3.9,1,Tidak,Sesuai SLA,5
TIK00363,2026-01-10,Sabtu,08:25,Umum,Proyektor,Rendah,WhatsApp,31,2.8,1,Tidak,Sesuai SLA,4
TIK00364,2026-01-10,Sabtu,08:35,Perpustakaan,Komputer/Laptop,Tinggi,WhatsApp,51,8.8,1,Tidak,Lewat SLA,4
TIK00365,2026-01-10,Sabtu,08:35,Umum,Internet/WiFi,Sedang,Email,89,8.8,1,Tidak,Sesuai SLA,4
TIK00366,2026-01-10,Sabtu,08:40,Program Studi,Sistem Akademik,Sedang,Email,86,11.4,1,Tidak,Lewat SLA,4
TIK00367,2026-01-10,Sabtu,08:45,Akademik,Akun/Login,Rendah,Datang Langsung,39,7.0,1,Tidak,Sesuai SLA,4
TIK00368,2026-01-10,Sabtu,08:45,Akademik,Sistem Akademik,Sedang,WhatsApp,47,10.0,1,Tidak,Sesuai SLA,4
TIK00369,2026-01-10,Sabtu,08:55,Perpustakaan,Komputer/Laptop,Rendah,Datang Langsung,30,5.3,2,Tidak,Sesuai SLA,5
TIK00370,2026-01-10,Sabtu,09:00,Keuangan,Proyektor,Rendah,WhatsApp,56,4.6,1,Tidak,Sesuai SLA,5
TIK00371,2026-01-10,Sabtu,09:05,Umum,Akun/Login,Rendah,WhatsApp,32,1.7,1,Tidak,Sesuai SLA,5
TIK00372,2026-01-10,Sabtu,09:10,Keuangan,Internet/WiFi,Rendah,WhatsApp,56,6.9,2,Tidak,Sesuai SLA,5
TIK00373,2026-01-10,Sabtu,09:15,Akademik,Komputer/Laptop,Sedang,WhatsApp,27,5.7,1,Tidak,Sesuai SLA,4
TIK00374,2026-01-10,Sabtu,09:25,Akademik,Akun/Login,Rendah,Email,77,3.5,1,Tidak,Sesuai SLA,3
TIK00375,2026-01-10,Sabtu,09:35,Keuangan,Akun/Login,Rendah,Datang Langsung,37,0.5,1,Tidak,Sesuai SLA,4
TIK00376,2026-01-10,Sabtu,10:00,Kemahasiswaan,Internet/WiFi,Sedang,Email,63,12.0,2,Ya,Lewat SLA,3
TIK00377,2026-01-10,Sabtu,10:20,Laboratorium,Akun/Login,Rendah,Datang Langsung,28,2.4,1,Tidak,Sesuai SLA,5
TIK00378,2026-01-10,Sabtu,10:55,Keuangan,Komputer/Laptop,Rendah,WhatsApp,49,9.8,2,Ya,Sesuai SLA,5
TIK00379,2026-01-10,Sabtu,11:05,Akademik,Akun/Login,Rendah,WhatsApp,48,2.7,1,Tidak,Sesuai SLA,5
TIK00380,2026-01-10,Sabtu,11:10,Akademik,Internet/WiFi,Tinggi,Email,54,7.9,1,Tidak,Lewat SLA,3
TIK00381,2026-01-10,Sabtu,11:55,Kemahasiswaan,Sistem Akademik,Rendah,Form Online,82,10.3,1,Tidak,Sesuai SLA,4
TIK00382,2026-01-10,Sabtu,12:10,Umum,Internet/WiFi,Rendah,WhatsApp,56,7.8,1,Tidak,Sesuai SLA,4
TIK00383,2026-01-10,Sabtu,12:15,Akademik,Internet/WiFi,Tinggi,Form Online,60,11.0,1,Ya,Lewat SLA,3
TIK00384,2026-01-10,Sabtu,12:30,Kemahasiswaan,Internet/WiFi,Rendah,WhatsApp,47,7.0,1,Tidak,Sesuai SLA,4
TIK00385,2026-01-10,Sabtu,12:55,Kemahasiswaan,Printer,Sedang,WhatsApp,34,5.3,2,Tidak,Sesuai SLA,4
TIK00386,2026-01-10,Sabtu,13:05,Akademik,Internet/WiFi,Rendah,WhatsApp,65,8.3,2,Tidak,Sesuai SLA,4
TIK00387,2026-01-10,Sabtu,13:30,Program Studi,Sistem Akademik,Rendah,WhatsApp,82,11.1,1,Tidak,Sesuai SLA,4
